name,city,state,zipcode,address1,address2,category1_id,category2_id,category3_id,category1,category2,category3,phone,website,latitude,longitude
Charlie's Deli,Brooklyn,NY,11216,1492 Fulton St,Not Available,0,0,0,Restaurants & Bars,Confectionery,Wholesale Candy and Confectionery,7184939600,Not Available,40.679676,-73.938541
John Jacobs Interiors,Brooklyn,NY,11216,1542 Fulton St,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Interior Decorators Design and Consultants,6465939934,Not Available,40.679676,-73.939205
Nancy Restaurant,Brooklyn,NY,11208,2961 Fulton St # A,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,7189644494,Not Available,40.679678,-73.885624
Earth Day Resolutions,Brooklyn,NY,11217,95 Saint Marks Avenue,Not Available,0,0,0,Telecommunications & Wireless,"Telephone Communications, Except Radiotelephone",Internet Connectivity Services,6467839199,Not Available,40.679679,-73.973362
Victory Missionary  Baptist Church,Brooklyn,NY,11233,244 Howard Avenue,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Baptist Church,7187712883,Not Available,40.67968,-73.91935
Shell Gas Station,Brooklyn,NY,11238,1064 Atlantic Avenue,Not Available,0,0,0,Automotive Services,Gasoline Service Stations,Gas Stations,7182301990,shell.com,40.67968,-73.95807
Jesus the Good Shepherd United Reformed Episcopal Church (Anglican Church),Brooklyn,NY,11238,599 Washington Avenue,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Churches,7186364378,jesusthegoodshepherdurec.org,40.67968,-73.963836
Jesus the Good Shepherd Reformed Episcopal Church,Brooklyn,NY,11238,599 Washington Avenue,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Churches,7186364378,Not Available,40.67968,-73.963836
Yeshiva Kehilath Yakov,Brooklyn,NY,11231,163 Imlay St,Not Available,0,0,0,Educational Services,Elementary and Secondary Schools,Schools,7188554019,Not Available,40.67968,-74.01125
Cabbad Family LLC,Brooklyn,NY,11217,104 5th Avenue,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),7188572947,Not Available,40.679681,-73.978413
Inter Public Medical Pc,Brooklyn,NY,11238,568 Vanderbilt Avenue,Not Available,0,0,0,Healthcare,"Health and Allied Services, NEC",Health Services,7184848462,Not Available,40.679682,-73.968146
Nucleus Productions LLC,Brooklyn,NY,11231,62 Delevan St,Not Available,0,0,0,Media,Motion Picture and Video Tape Distribution,Motion Picture and Tape Distributors,4025024454,Not Available,40.679683,-74.007694
Amg Gas Corporation,Brooklyn,NY,11208,3170 Atlantic Avenue,Not Available,0,0,0,Energy & Resources,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals",Gases,4054472427,Not Available,40.679687,-73.877841
Conwid Island Corporation,Brooklyn,NY,11208,3170 Atlantic Avenue,Not Available,0,0,0,Automotive Services,Gasoline Service Stations,Gasoline Service Stations,0,Not Available,40.679687,-73.877841
Conduit Island Corp,Brooklyn,NY,11208,3170 Atlantic Avenue,Not Available,0,0,0,Consumer Services,Coin-Operated Laundries and Drycleaning,Coin-Operated Drycleaning,7176655236,Not Available,40.679687,-73.877841
Vanderbilt Avenue Liquor Corp,Brooklyn,NY,11238,595 Vanderbilt Avenue,Not Available,0,0,0,Shopping & Stores,Liquor Stores,Hard Liquor,7187837500,Not Available,40.679687,-73.967961
Ana Diaz,Brooklyn,NY,11208,369 Crescent St,Not Available,0,0,0,Consumer Services,Beauty Shops,Beauty Salons,3152689249,Not Available,40.67969,-73.870866
Fulton Bicycles,Brooklyn,NY,11213,1580 Fulton St,Not Available,0,0,0,Shopping & Stores,"Hobby, Toy, and Game Shops","Hobby, Toy, and Game Shops",7187782887,Not Available,40.67969,-73.93757
MT Pisgah Baptist Church,Brooklyn,NY,11216,212 Tompkins Avenue,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Baptist Church,7183883900,Not Available,40.67969,-73.94959
Ila,Brooklyn,NY,11216,Po Box 11216,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,7183630455,Not Available,40.67969,-73.94959
Joetex Industries Inc,Brooklyn,NY,11216,36 Bedford Place,Not Available,0,0,0,Manufacturing,"Manufacturing Industries, NEC",Manufacturing Companies,9175533057,Not Available,40.67969,-73.94959
Enoch Grand Lodge,Brooklyn,NY,11216,423 Nostrand Avenue,Not Available,0,0,0,Associations/Non-Profits,"Civic, Social, and Fraternal Associations",Fraternal Organizations,7186222693,Not Available,40.67969,-73.94959
Kosciusko Pool,Brooklyn,NY,11216,670 Marcy Avenue,Not Available,0,0,0,Travel & Leisure,"Amusement and Recreation Services, NEC",Public Swimming Pools,7186225271,Not Available,40.67969,-73.94959
Snow White Food Produce Inc,Brooklyn,NY,11238,621 Bergen St,Not Available,0,0,0,Food,"Groceries and Related Products, NEC","Groceries and Related Products, Nec",7182305625,Not Available,40.67969,-73.96928
U D C Gateway LLC,Brooklyn,NY,11213,1560 Fulton St,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Apartments,7183630009,Not Available,40.679691,-73.937643
A Nadia,Brooklyn,NY,11213,1560 Fulton St,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,7187741829,Not Available,40.679691,-73.937643
Dunn Development Corp,Brooklyn,NY,11217,316 Douglass St Floor 2,Not Available,0,0,0,Real Estate,"Land Subdividers and Developers, Except Cemeteries",Real Estate Developers,7183889407,Not Available,40.679691,-73.983131
Safe Secure Protective Service,Brooklyn,NY,11213,1605 Fulton St,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Security Systems Consultants,3476277475,Not Available,40.679692,-73.936551
Bonnie's New York Inc,Brooklyn,NY,11231,13 3rd Place,Not Available,0,0,0,Shopping & Stores,Women's Accessory and Specialty Stores,Women's Specialty Shops,4017821202,Not Available,40.679693,-74.000796
Pendant Construction Inc,Brooklyn,NY,11231,274 Carroll St,Not Available,0,0,0,Building & Construction,"General Contractors-Residential Buildings, Other Than Single-Family",Hotel/Motel and Multi-Family Home Renovation and Remodeling,5105218111,Not Available,40.679697,-73.994184
Chouchounette Boutique Park Slope,Brooklyn,NY,11217,275 Flatbush Avenue,Not Available,0,0,0,Shopping & Stores,Women's Clothing Stores,Boutiques,7187050705,Not Available,40.679698,-73.974094
The Market Place,Brooklyn,NY,11217,271 Flatbush Avenue,Not Available,0,0,0,Food,"Groceries and Related Products, NEC","Groceries and Related Products, Nec",7187833300,Not Available,40.679698,-73.974094
Blooming Market,Brooklyn,NY,11207,1943 Broadway,Not Available,0,0,0,Shopping & Stores,Grocery Stores,Grocery Stores,3475569205,Not Available,40.679699,-73.904592
Cisse Hair Braiding,Brooklyn,NY,11216,1480 Fulton Street,Not Available,0,0,0,Professional Services,Management Services,Beauty Salon Management,7184936063,Not Available,40.6796999,-73.9417409
Wine Exchange,Brooklyn,NY,11238,595 Vanderbilt Avenue,Not Available,0,0,0,Shopping & Stores,Liquor Stores,Bottle Shops and Wine Stores,7187837500,wineexchangebk.com,40.6797,-73.96807
49 Prospect Place Tenants Corp,Brooklyn,NY,11217,49 Prospect Place,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,7186222507,Not Available,40.679701,-73.975915
Minotti International Service,Brooklyn,NY,11216,68 Herkimer St,Not Available,0,0,0,Other Business Services,"Services, NEC",Services (Unclassified),7184838180,Not Available,40.679706,-73.951837
Krammer World Wide Network,Brooklyn,NY,11216,68 Herkimer St,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,7183993710,Not Available,40.679706,-73.951837
Krammer World Wide,Brooklyn,NY,11216,68 Herkimer St,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,7183993710,Not Available,40.679706,-73.951837
Seaview Management,Brooklyn,NY,11216,68 Herkimer St Apartment 3,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate,3474259226,Not Available,40.679706,-73.951837
Moitt Realty Inc,Brooklyn,NY,11238,718 Dean St,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate Buyers Representatives,3472459048,Not Available,40.679706,-73.966353
Zero Sum Productions Inc,Brooklyn,NY,11217,85 6th Avenue Apartment C,Not Available,0,0,0,Media,Motion Picture and Video Tape Distribution,Motion Picture and Tape Distributors,2126202730,zerosumproductions.com,40.679706,-73.97488
Super Laundromat,Brooklyn,NY,11231,355 Smith St,Not Available,0,0,0,Consumer Services,Coin-Operated Laundries and Drycleaning,Self Service Laundries,7188550078,Not Available,40.679706,-73.99506
Ross Facilities Services,Brooklyn,NY,11208,285 Logan St,Not Available,0,0,0,Building & Construction,"Floor Laying and Other Floor Work, NEC",Carpet Layers,7182773715,Not Available,40.67971,-73.877239
Loving Home Care,Brooklyn,NY,11216,1406 Fulton Street # 1,Not Available,0,0,0,Healthcare,Home Health Care Services,Home Health Care Services,7182303719,Not Available,40.67971,-73.94497
Taro Sushi,Brooklyn,NY,11217,244 Flatbush Avenue,Not Available,0,0,0,Restaurants & Bars,Restaurants,Sushi Bars,7183985240,Not Available,40.67971,-73.97437
NY C D O E,Brooklyn,NY,11217,375 Butler St,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,7183985320,Not Available,40.67971,-73.98058
Titanium Mechanical,Brooklyn,NY,11231,284 Van Brunt St,Not Available,0,0,0,Other Consumer Products & Services,"Plumbing, Heating, and Air-Conditioning",Mechanical Contractors,7182431300,Not Available,40.67971,-74.01019
BBW MODEL GIRLS,Brooklyn,NY,11208,"229 Highland pl, floor 2#",Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),3473373682,Not Available,40.67971039,-73.88
Mahasatipatthana Meditation Center Inc,Brooklyn,NY,11238,619 Bergen St,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Churches,7186228019,Not Available,40.679711,-73.96902
Atomsphere Pictures,Brooklyn,NY,11217,91 Saint Marks Avenue # 2,Not Available,0,0,0,Printing & Publishing,Commercial Art and Graphic Design,"Film Strip, Slide, and Still Film Production",9176862699,Not Available,40.679712,-73.973513
Dairy Free Productions LLC,Brooklyn,NY,11231,11 3rd Place A,Not Available,0,0,0,Media,Motion Picture and Video Tape Production,Motion Picture Producers and Studios,0,Not Available,40.679715,-74.000874
Cypress Hill Discount,Brooklyn,NY,11208,2974 Fulton St,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Miscellaneous Retail Stores (Unclassified),3476278841,Not Available,40.679716,-73.884944
Whole Wellness,Brooklyn,NY,11231,72 2nd Place,Not Available,0,0,0,Healthcare,"Health and Allied Services, NEC",Health Services,9177537277,Not Available,40.679718,-73.998655
Braithwaite Donald R,Brooklyn,NY,11216,129 Herkimer St,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Clergy,7188570332,Not Available,40.679719,-73.949071
Forward Observations Group,Brooklyn,NY,11231,91 2nd Place Apartment 1,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Business Consultants,3478634699,Not Available,40.679719,-73.997579
Ecs Direct Inc,Brooklyn,NY,11208,2970 Fulton St,Not Available,0,0,0,Electrical,"Electronic Parts and Equipment, NEC",Wholesale Electronic Equipment and Supplies,7188278000,Not Available,40.67972,-73.88519
Big Apple Roofing CO Inc,Brooklyn,NY,11217,321 Douglass St,Not Available,0,0,0,Building & Construction,"Special Trade Contractors, NEC",Waterproofing Contractors,7182469191,Not Available,40.67972,-73.98268
Economic Grocery Store,Brooklyn,NY,11207,51 Arlington Avenue,Not Available,0,0,0,Shopping & Stores,Grocery Stores,Grocery Stores,7184839101,Not Available,40.679726,-73.892928
Mayol & Khalik Llp,Brooklyn,NY,11217,11 Park Place # 1910,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2068833140,Not Available,40.679729,-73.978016
Park Slope Book Bindery,Brooklyn,NY,11217,11 Park Place,Not Available,0,0,0,Printing & Publishing,Bookbinding and Related Work,"Binding and Repair of Books, Magazines, and Pamphlets",7188570727,Not Available,40.679729,-73.978016
Oakley's Car Wash,Brooklyn,NY,11208,3170 Atlantic Avenue,Not Available,0,0,0,Automotive Services,Carwashes,Car Washing and Polishing,7182353788,Not Available,40.67973,-73.87803
Dollar Tree,Brooklyn,NY,11213,1562 Fulton St,Not Available,0,0,0,Shopping & Stores,Variety Stores,Variety Stores,7183630711,dollartree.com,40.67973,-73.93822
Trade Source Inc,Brooklyn,NY,11216,43 Herkimer St,Not Available,0,0,0,Other Business Services,Employment Agencies,Employment Agencies and Opportunities,7184978366,Not Available,40.67973,-73.95139
Kick Fever Fitness,Brooklyn,NY,11216,Herkimer Street,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),3479090914,Not Available,40.67973,-73.95139
Andrew Caracciolo Architects,Brooklyn,NY,11231,376 President Street '3J',Not Available,0,0,0,Professional Services,Architectural Services,Architects,6462065788,studiocaracciolo.com,40.67973,-73.99107
Cmen Food,Brooklyn,NY,11233,236 Howard Avenue,Not Available,0,0,0,Shopping & Stores,Grocery Stores,Grocery Stores,7184672437,Not Available,40.679731,-73.919437
Hajee Newsstands,Brooklyn,NY,11208,448 Eldert Lane,Not Available,0,0,0,Shopping & Stores,News Dealers and Newsstands,News Dealers and Newsstands,7182772403,Not Available,40.679734,-73.86568
Brothers Grocery,Brooklyn,NY,11233,207 Hull St,Not Available,0,0,0,Shopping & Stores,Grocery Stores,Grocery Stores,7185747323,Not Available,40.679738,-73.908423
Committee To Reelect Ed Towns,Brooklyn,NY,11233,438 Lewis Avenue,Not Available,0,0,0,Shopping & Stores,Optical Goods Stores,Optical Goods Stores,7187567056,Not Available,40.679739,-73.93445
Risley Dent Towers,Brooklyn,NY,11213,1595 Fulton St,Not Available,0,0,0,Legal,"Trusts, Except Educational, Religious, and Charitable","Private Estate, Personal Investment and Vacation Fund Trusts",7187781666,Not Available,40.67974,-73.93676
Joeys Hersheys Ice Cream,Brooklyn,NY,11213,3 Kingston Avenue,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Ice,3043473100,Not Available,40.679741,-73.941052
Interstate Servillance Services,Brooklyn,NY,11233,121 Macdougal St,Not Available,0,0,0,Other Business Services,"Detective, Guard, and Armored Car Services",Guard Dogs,7189302416,Not Available,40.679742,-73.916849
Hashan Mannan,Brooklyn,NY,11238,564 Vanderbilt Avenue Apartment 2r,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,7183987459,Not Available,40.679742,-73.968316
Omar General Contracting Corporation,Brooklyn,NY,11238,564 Vanderbilt Avenue,Not Available,0,0,0,Building & Construction,"Special Trade Contractors, NEC",Contractors,7188576572,Not Available,40.679742,-73.968316
Bernie's Glass Shop,Brooklyn,NY,11216,1554 Fulton St,Not Available,0,0,0,Furnishings,"Paint, Glass, and Wallpaper Stores",Car Window Repairs,7184670649,Not Available,40.679744,-73.938665
Jra Educators,Brooklyn,NY,11217,395 Butler St,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,9172806555,Not Available,40.679744,-73.980448
Tavern On Dean,Brooklyn,NY,11238,755 Dean St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Cafes,0,Not Available,40.679748,-73.965187
Pine Tree Restaurant Corporation,Brooklyn,NY,11238,755 Dean St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,7187833326,Not Available,40.679748,-73.965187
Osbourne Antoinette,Brooklyn,NY,11207,162 Jamaica Avenue,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,7185262210,osbournelaw.com,40.679749,-73.893745
Van Brunt Auto,Brooklyn,NY,11231,255 Van Brunt St,Not Available,0,0,0,Automotive Services,Motor Vehicle Dealers (New and Used),Car Dealers,7327381602,Not Available,40.679749,-74.009834
Vicksells Monuments,Brooklyn,NY,11216,1556 Fulton St,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Monuments and Tombstones,7182219895,Not Available,40.67975,-73.93867
Wah PO Trading CO Inc,Brooklyn,NY,11238,625 Bergen Street,Not Available,0,0,0,Food,"Groceries and Related Products, NEC",Spices and Seasonings,7188570008,Not Available,40.67975,-73.96981
Studio Maya,Brooklyn,NY,11238,603 Bergen Street,Not Available,0,0,0,Travel & Leisure,Physical Fitness Facilities,Health Clubs Studios and Gymnasiums,9178373705,studiomayanyc.com/,40.67975,-73.96981
Oxford Technology Ventures LLC,Brooklyn,NY,11238,593 Vanderbilt Avenue 125,Not Available,0,0,0,E-Commerce & IT Outsourcing,"Computer Related Services, NEC",Online Services Technology Consultants,9175997694,oxfordtechnologyventures.com,40.679752,-73.967936
United Process Services,Brooklyn,NY,11238,593 Vanderbilt Avenue # 216,Not Available,0,0,0,Professional Services,Secretarial and Court Reporting Services,Court and Convention Reporters,7184840216,unitedprocessservices.com,40.679752,-73.967936
Steele Music Group LLC,Brooklyn,NY,11238,593a Vanderbilt Avenue,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Music and Broadcasting Services,9174074272,Not Available,40.679752,-73.967936
Carlton Properties LLC,Brooklyn,NY,11238,593 Vanderbilt Avenue,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate,7186366345,Not Available,40.679752,-73.967936
K Spirit Family LLC,Brooklyn,NY,11238,593 Vanderbilt Avenue,Not Available,0,0,0,Shopping & Stores,Family Clothing Stores,Unisex Clothing Stores,7184150074,Not Available,40.679752,-73.967936
Zondo Inc,Brooklyn,NY,11238,593 Vanderbilt Avenue,Not Available,0,0,0,Shopping & Stores,Jewelry Stores,Watches Dealers,2129675666,Not Available,40.679752,-73.967936
Bus Travelers Connection,Brooklyn,NY,11238,593 Vanderbilt Avenue 263,Not Available,0,0,0,Travel & Leisure,Travel Agencies,Travel Agencies,9175339550,Not Available,40.679752,-73.967936
This Lil Lady Productions,Brooklyn,NY,11238,593 Vanderbilt Avenue,Not Available,0,0,0,Media,Motion Picture and Video Tape Distribution,Motion Picture and Tape Distributors,3478376350,Not Available,40.679752,-73.967936
Wada-Africa,Brooklyn,NY,11216,50 Herkimer St,Not Available,0,0,0,Shopping & Stores,Family Clothing Stores,Clothing Stores,6463319676,Not Available,40.679754,-73.952712
Le Gamin,Brooklyn,NY,11238,556 Vanderbilt Avenue,Not Available,0,0,0,Restaurants & Bars,Restaurants,Cafes,7187895171,legamin.com,40.679757,-73.968272
A 24 Hour Emergency Locksmith,Brooklyn,NY,11238,556 Vanderbilt Avenue,Not Available,0,0,0,Consumer Services,"Repair Shops and Related Services, NEC",Key Makers,7186239486,Not Available,40.679757,-73.968272
Brooklyn Brass & Reed,Brooklyn,NY,11231,362 President St,Not Available,0,0,0,Consumer Services,"Repair Shops and Related Services, NEC",Musical Instrument Repairs,7187974219,Not Available,40.679757,-73.991439
Supreme Glass Laminators,Brooklyn,NY,11231,37 Commerce St,Not Available,0,0,0,Furnishings,"Paint, Glass, and Wallpaper Stores",Car Window Repairs,7186430400,Not Available,40.67976,-74.00674
Ajah Ofem MD,Brooklyn,NY,11238,753 Classon Avenue Apartment Lj,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,7186361270,Not Available,40.679762,-73.961938
Joseph Shevon MD,Brooklyn,NY,11238,354 Franklin Avenue Apartment 4,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,7185130523,Not Available,40.679762,-73.961938
Rk Cleaning & Maintenance Service,Brooklyn,NY,11238,207 Park Place Apartment 1re,Not Available,0,0,0,Other Business Services,"Building Cleaning and Maintenance Services, NEC",Contract Janitorial Services,7186383290,Not Available,40.679762,-73.961938
Blue Marble Ice Cream,Brooklyn,NY,11238,186 Underhill Avenue # A,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Ice,7183996926,bluemarbleicecream.com,40.679762,-73.961938
Something Different Boutique,Brooklyn,NY,11238,1085 Fulton St # 1,Not Available,0,0,0,Shopping & Stores,Women's Clothing Stores,Boutiques,7186382068,Not Available,40.679762,-73.961938
Ajah Ofem Pc,Brooklyn,NY,11238,753 Classon Avenue Apartment Lj,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,7186361270,Not Available,40.679762,-73.961938
City Explorers Inc,Brooklyn,NY,11238,186 Underhill Avenue Apartment 1,Not Available,0,0,0,Travel & Leisure,"Amusement and Recreation Services, NEC",Recreation Centers and Rec Centers,7183996923,Not Available,40.679762,-73.961938
Coleen DE Vol Chhc,Brooklyn,NY,11238,388 Saint Johns Place Apartment 4d,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Nutritionists,6465522556,Not Available,40.679762,-73.961938
Massage & Movement,Brooklyn,NY,11238,367 Saint Marks Avenue,Not Available,0,0,0,Consumer Services,"Miscellaneous Personal Services, NEC",Massage,9174055877,massageandmovement.com,40.679762,-73.961938
Catch Light LLC,Brooklyn,NY,11238,655 Washington Avenue,Not Available,0,0,0,Printing & Publishing,Commercial Art and Graphic Design,Graphic Designers,2129977555,catchlightdigital.com,40.679762,-73.961938
Jordan Cooper & Assoc,Brooklyn,NY,11238,916 Pacific St,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Commercial Real Estate Agents,7186221353,Not Available,40.679762,-73.961938
Tong's Laundermat,Brooklyn,NY,11238,180 Underhill Avenue,Not Available,0,0,0,Consumer Services,Coin-Operated Laundries and Drycleaning,Coin-Operated Laundries and Cleaning,7186223408,Not Available,40.679762,-73.961938
Maya Taqueria,Brooklyn,NY,11238,637 Vanderbilt Avenue,Not Available,0,0,0,Restaurants & Bars,Restaurants,Mexican Restaurants,7186386292,mayataqueria.com,40.679762,-73.961938
Men & Women Productions,Brooklyn,NY,11238,647 Washington Avenue,Not Available,0,0,0,Shopping & Stores,Men's and Boys' Clothing and Accessory Stores,Men's Clothing Stores,7184841561,Not Available,40.679762,-73.961938
Mangos Place Day Care Corp,Brooklyn,NY,11238,506 Washington Avenue,Not Available,0,0,0,Consumer Services,Child Day Care Services,Child Care Services,7188574250,mangosplacedaycare.com,40.679762,-73.961938
Bringing the Fun,Brooklyn,NY,11238,495 Saint Johns Place,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,7188570364,Not Available,40.679762,-73.961938
Institute For Community Living,Brooklyn,NY,11238,487 Saint Marks Avenue,Not Available,0,0,0,Healthcare,Psychiatric Hospitals,Mental Health Services,7188571769,Not Available,40.679762,-73.961938
Brooklyn Jewish Hospital Maintenance,Brooklyn,NY,11238,753 Classon Avenue,Not Available,0,0,0,Healthcare,General Medical and Surgical Hospitals,Hospitals,7183981266,Not Available,40.679762,-73.961938
Fulton Cleaners LLC,Brooklyn,NY,11238,856 Fulton St,Not Available,0,0,0,Consumer Services,"Garment Pressing, and Agents for Laundries and Drycleaners",Cleaners,7186228949,Not Available,40.679762,-73.961938
Usual Restaurant,Brooklyn,NY,11238,637 Vanderbilt Avenue # A,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,7186360856,Not Available,40.679762,-73.961938
Washington Tower Condominium,Brooklyn,NY,11238,649 Washington Avenue,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Apartments,7182308214,Not Available,40.679762,-73.961938
Thomas Christmas,Brooklyn,NY,11238,753 Classon Avenue,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Physicians Assistants,7186361270,Not Available,40.679762,-73.961938
Su'Juk,Brooklyn,NY,11238,216 Greene Avenue,Not Available,0,0,0,Shopping & Stores,Women's Clothing Stores,Women's Clothing Stores,3472234707,Not Available,40.679762,-73.961938
Dean Street Condominum,Brooklyn,NY,11238,802 Dean St,Not Available,0,0,0,Associations/Non-Profits,"Civic, Social, and Fraternal Associations",Condominium Association,7182303256,Not Available,40.679762,-73.961938
Underhill Food Corp,Brooklyn,NY,11238,119 Underhill Avenue,Not Available,0,0,0,Shopping & Stores,Grocery Stores,Grocery Stores,3477508134,Not Available,40.679762,-73.961938
Eldarawy Wael Z MD,Brooklyn,NY,11238,753 Classon Avenue,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,7186361270,Not Available,40.679762,-73.961938
Pacific Street Condominium Inc,Brooklyn,NY,11238,916 Pacific St,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Condominiums,7186224268,Not Available,40.679762,-73.961938
Lincoln Place Deli Corp,Brooklyn,NY,11238,461 Lincoln Place,Not Available,0,0,0,Restaurants & Bars,Restaurants,Delicatessens,7187830700,Not Available,40.679762,-73.961938
Cao Tien Cleaners,Brooklyn,NY,11238,192 Underhill Avenue,Not Available,0,0,0,Consumer Services,"Drycleaning Plants, Except Rug Cleaning",Drycleaning Plants-Except Rug,7187894369,Not Available,40.679762,-73.961938
Cataldo's Restaurant,Brooklyn,NY,11238,554 Vanderbilt Avenue # 1,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,7188576700,cataldos54.com,40.679762,-73.961938
Level 8 LLC,Brooklyn,NY,11238,452 Park Place Apartment 1e,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Miscellaneous Retail Stores (Unclassified),7183992944,Not Available,40.679762,-73.961938
506 Washington Avenue Owners,Brooklyn,NY,11238,506 Washington Avenue,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Apartments,7186383571,Not Available,40.679762,-73.961938
Spiritual Zion Train,Brooklyn,NY,11238,467 Lincoln Place,Not Available,0,0,0,Consumer Services,"Repair Shops and Related Services, NEC",Cleaning Services,7186220307,Not Available,40.679762,-73.961938
Karl Anthony Architect LLC,Brooklyn,NY,11238,1112 Fulton St Apartment 2,Not Available,0,0,0,Building & Construction,"General Contractors-Residential Buildings, Other Than Single-Family","Residential Construction, Nec",7188573834,karlanthony.net,40.679762,-73.961938
King Franchises Group,Brooklyn,NY,11238,913 Fulton St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Family Restaurants,7182301320,Not Available,40.679762,-73.961938
Pizza Chef Corp,Brooklyn,NY,11216,1512 Fulton St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Pizza,7187743043,Not Available,40.679763,-73.940503
Lamont's Real Estate,Brooklyn,NY,11207,176 Warwick St,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate,7183480491,Not Available,40.679767,-73.887546
Task Supply CO,Brooklyn,NY,11216,1546 Fulton St,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Artificial Limbs,7187353400,Not Available,40.67977,-73.93905
Hyacinthe Arnold,Brooklyn,NY,11216,1546 Fulton St,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,7189536500,Not Available,40.67977,-73.93905
John Noel Assoc,Brooklyn,NY,11216,1546 Fulton St,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,7189536500,Not Available,40.67977,-73.93905
Atlantic Restaurant Equipment,Brooklyn,NY,11238,1035 Atlantic Avenue,Not Available,0,0,0,Other Business Services,Service Establishment Equipment and Supplies,Wholesale Caterers Equipment and Supplies,7188572300,Not Available,40.67977,-73.95751
BROADWAY MAGIC,Brooklyn,NY,11231,88 2ND PLACE,Not Available,0,0,0,Travel & Leisure,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Servic,Theatrical Ticket Agencies,9175840244,broadwaymagictickets.com,40.67977,-73.99827
Titos Auto Repair,Brooklyn,NY,11207,51 Arlington Avenue,Not Available,0,0,0,Consumer Services,"Repair Shops and Related Services, NEC",Repair Shops and Related Services (Unclassified),3474066641,Not Available,40.679771,-73.892868
Garcia Aj Grocery Store Corp,Brooklyn,NY,11207,51 Arlington Avenue,Not Available,0,0,0,Shopping & Stores,Grocery Stores,Grocery Stores,7184839101,Not Available,40.679771,-73.892868
