name,city,state,zipcode,address1,address2,category1_id,category2_id,category3_id,category1,category2,category3,phone,website,latitude,longitude
Kuznicki David,New York City,NY,10006,2 Rector St,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2126193892,Not Available,40.707829,-74.012949
Cassiere Hugh MD,Mineola,NY,11501,120 Mineola Boulevard,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5166634400,Not Available,40.74212,-73.64043
Delight Media Inc,East Meadow,NY,11554,1407 North Jerusalem Road,Not Available,0,0,0,Telecommunications & Wireless,"Communications Services, NEC",Communications,5167767061,Not Available,40.695983,-73.571649
Gibson Maintenance Corp,Valley Stream,NY,11580,25 East Euclid St,Not Available,0,0,0,Other Business Services,"Building Cleaning and Maintenance Services, NEC",Janitorial Services,5168724064,Not Available,40.671868,-73.693704
Herbert E Stern Fam Foundation,Roslyn,NY,11576,755 Bryant Avenue,Not Available,0,0,0,Associations/Non-Profits,"Membership Organizations, NEC",Organizations,5166219561,Not Available,40.816416,-73.635396
Pham Michelle M MD,New York City,NY,10032,635 West 165th St,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2123052241,Not Available,40.84022,-73.94303
Kusko Jonathan S,New York City,NY,10038,180 Maiden Lane Floor 4,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2128066004,stroock.com,40.705402,-74.005081
C 2 Plumbing LLC,New York City,NY,10018,48 West 37th St Floor 9,Not Available,0,0,0,Other Consumer Products & Services,"Plumbing, Heating, and Air-Conditioning",Plumbers and Plumbing Contractors,2129372590,Not Available,40.750948,-73.984757
Teyan Fred J MD,Rockville Centre,NY,11570,36 Lincoln Avenue # 301,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5165362800,orlincohen.com,40.65578,-73.64828
Nicholas S Gigourtakis Insur,Roslyn Heights,NY,11577,11 Powerhouse Road,Not Available,0,0,0,Insurance,"Insurance Agents, Brokers, and Service","Insurance Agents, Nec",5166218000,Not Available,40.785377,-73.641372
Przyuiska Grace P,New York City,NY,10016,13 East 37th St # 5f,Not Available,0,0,0,Associations/Non-Profits,Individual and Family Social Services,Social Workers,2127875555,Not Available,40.74977,-73.981781
Art Lovers Gallery,New York City,NY,10024,2418 Broadway,Not Available,0,0,0,Travel & Leisure,"Amusement and Recreation Services, NEC",Commercial Art Galleries,2123622713,Not Available,40.79015,-73.97488
Thuzio Inc,New York City,NY,10016,267 5th Avenue Floor 7,Not Available,0,0,0,Travel & Leisure,Professional Sports Clubs and Promoters,"Sports Clubs, Managers, and Promoters",8006560930,thuzio.com,40.745352,-73.986603
J K Trading Assoc Inc,New York City,NY,10036,15 West 47th St # 1702,Not Available,0,0,0,Other Consumer Products & Services,"Jewelry, Watches, Precious Stones, and Precious Metals",Wholesale Diamonds,2129442711,Not Available,40.75693,-73.979057
Liasa Marketing Inc,New York City,NY,10009,1 Stuyvesant Oval Apartment 6e,Not Available,0,0,0,Professional Services,Management Consulting Services,Marketing Programs and Services,2125989885,Not Available,40.732069,-73.9773
LA-Di-Da Gift & Accessories,New York City,NY,10024,2410 Broadway Front 1,Not Available,0,0,0,Shopping & Stores,"Gift, Novelty, and Souvenir Shops",Gift Shops,2128758505,ladidany.com,40.78977,-73.97514
International,Hicksville,NY,11801,169 Dartmouth Drive,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,5169351871,Not Available,40.777511,-73.508355
Bait & Hook,New York City,NY,10003,231 2nd Avenue,Not Available,0,0,0,Restaurants & Bars,Restaurants,Family Restaurants,2122608015,Not Available,40.732536,-73.98501
Picture Phone Direct Inc,Rochester,NY,14623,200 Commerce Drive,Not Available,0,0,0,Electrical,"Electronic Parts and Equipment, NEC","Video Equipment, Electronic",5853349040,picturephone.com,43.08366,-77.653942
Vicarious Visions Inc,New York City,NY,10038,150 Broadway,Not Available,0,0,0,Other Consumer Products & Services,Computer and Computer Software Stores,Computer Software,5182834090,vvisions.com,40.709793,-74.00991
Appleman Dori,Roslyn,NY,11576,10 Henhawk Lane,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Occupational Therapists,5166267273,Not Available,40.805683,-73.618383
A Plus Moving And Storage,Hicksville,NY,11801,108 New South Road # A,Not Available,0,0,0,Passenger Car Leasing,Local Trucking with Storage,Movers,5162332770,Not Available,40.760429,-73.50654
Schneider Lindsey M,Rochester,NY,14612,515 Long Pond Road,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Physical Therapists,5852272310,Not Available,43.26561,-77.69636
Sherman Joshua MD,Manhasset,NY,11030,304 Community Drive Apartment 1c,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,7185515363,Not Available,40.784345,-73.704681
Travel Impressions Ltd,Farmingdale,NY,11735,465 Smith Street # A,Not Available,0,0,0,Travel & Leisure,Travel Agencies,Travel Agencies,6318458000,Not Available,40.75727,-73.4068
Overhoff Gina M,Rochester,NY,14621,1425 Portland Avenue,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Nurse Practitioners,5859224000,Not Available,43.193368,-77.584534
First Derivatives Us Inc,New York City,NY,10006,45 Broadway # 2040,Not Available,0,0,0,Computer Software,Computer Programming Services,Computer Services,2126674700,Not Available,40.706495,-74.012955
Aero Terra,New York City,NY,10001,508 West 26th St,Not Available,0,0,0,Other Business Services,"Services, NEC",Services (Unclassified),6463361493,Not Available,40.74992,-74.00369
Dean Weber P C,Westbury,NY,11590,6 March Lane,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,5163343243,Not Available,40.742712,-73.5584
Sian Lam Inc,New York City,NY,10013,265 Canal St # 508,Not Available,0,0,0,Legal,Legal Services,Legal Services,2129666818,Not Available,40.718916,-74.001241
healwithrealfood.com,Bayville,NY,11709,"59 bayville, new york",Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Health and Nutrition Consultants,9175090862,Not Available,40.9086633,-73.565
Twelve Chairs Inc,New York City,NY,10012,56 Macdougal St Front B,Not Available,0,0,0,Restaurants & Bars,Restaurants,Cafes,2122548640,Not Available,40.727723,-74.002325
"Olivia Miller, Inc",New York City,NY,10001,1 W 34th Street Floor 10,Not Available,0,0,0,Apparel,Footwear,Footwear,2129475676,Not Available,40.748726,-73.984871
Divine Moving & Storage,New York City,NY,10022,845 3rd Avenue,Not Available,0,0,0,Passenger Car Leasing,Local Trucking with Storage,Movers,2122444011,divinemoving.com,40.75676,-73.97008
Ricon Realty Inc,Merrick,NY,11566,1506 William St,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate Buyers Representatives,5162928567,Not Available,40.693705,-73.56765
Bio-Reference Laboratories Inc,New York City,NY,10013,217 Grand St # 303,Not Available,0,0,0,Healthcare,Medical Laboratories,Testing Laboratories,2126800567,bioreference.com,40.7188,-73.99589
Union Square Dental,New York City,NY,10011,29 West 19th St Apartment 1,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,2126757877,Not Available,40.739541,-73.992297
Lynfield Peter J,New York City,NY,10017,666 3rd Avenue Floor 10,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2129499022,lawabel.com,40.751053,-73.974322
Hotline List Corp,New York City,NY,10018,1071 Avenue Of The Americas Floor 7,Not Available,0,0,0,Shopping & Stores,Catalog and Mail-Order Houses,Mail Order and Catalog Shopping,2128408135,Not Available,40.75399,-73.98479
Jerome  Rosinger DDS,New York City,NY,10016,405 Lexington Avenue,Not Available,0,0,0,Healthcare,Offices and Clinics of Dentists,Orthodontists,2126898002,Not Available,40.7516934,-73.975
Margaret Madigan Real Estate,Rochester,NY,14618,95 Allens Creek Road,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate,5857567440,Not Available,43.116564,-77.550475
Axinn Stephen M,New York City,NY,10019,1370 Avenue Of The Americas,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2127282222,Not Available,40.76333,-73.97785
Greentree Foundation,Manhasset,NY,11030,270 Valley Road,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate,5166843800,Not Available,40.79717,-73.68891
"Gazelle Globalization Group, LLC",New York City,NY,10016,116 East 27th Street,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Translators and Interpreters,2128895077,g3translate.com,40.74236,-73.98372
Long Island Staffing Inc,Rockville Centre,NY,11571,Po Box 108,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,5164311888,Not Available,40.65616,-73.64644
Groff Studios Corp,New York City,NY,10001,151 West 28th St,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Recording Studios,2122681136,Not Available,40.746709,-73.992078
Donna Karan New York,New York City,NY,10065,819 Madison Avenue,Not Available,0,0,0,Shopping & Stores,Family Clothing Stores,Clothing Stores,2128611166,Not Available,40.7695,-73.96702
Venditti Jennifer,New York City,NY,10014,414 West 14th St,Not Available,0,0,0,Travel & Leisure,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Servic,Talent Agencies and Casting Services,2127411281,jv8inc.com,40.74129,-74.00627
Molnar Travel Service,New York City,NY,10028,245 East 81st St Front 1,Not Available,0,0,0,Travel & Leisure,Travel Agencies,Travel Agencies,2127442967,Not Available,40.775182,-73.955311
Rl Schwartz LLC,New York City,NY,10023,30 West 63rd St Apartment 28l,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,2124896345,Not Available,40.770975,-73.981545
Getty Images,New York City,NY,10001,49 West 27th St,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Artists Agents,2126868900,gettyimages.com,40.744912,-73.989609
Government Contract Consultants Inc,New York City,NY,10022,222 East 56th St,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Business Consultants,9145741470,Not Available,40.758985,-73.966993
Alpha Technologies,New York City,NY,10022,900 3rd Avenue Floor 33,Not Available,0,0,0,Fabrication,Enameled Iron and Metal Sanitary Ware,"Sinks: Enameled Iron, Cast Iron, or Pressed Metal",2124465216,Not Available,40.758516,-73.969001
Eng Kenneth MD,New York City,NY,10016,530 1st Avenue,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2122637301,Not Available,40.742096,-73.97466
Joy Plus Music Production Inc,New York City,NY,10019,145 West 58th St # 2k,Not Available,0,0,0,Media,Motion Picture and Video Tape Production,Motion Picture Producers and Studios,9176645594,Not Available,40.766253,-73.979304
Regent Business Centers Sixth Avenue LLC,New York City,NY,10019,1325 Avenue Of The Flr 27,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Office Facilities and Secretarial Service Rental,2127638300,Not Available,40.76543,-73.98579
Lifestyle Marketing Group,New York City,NY,10017,330 Madison Avenue,Not Available,0,0,0,Legal,Legal Services,Legal Services,2126973111,Not Available,40.753491,-73.97886
Weiss Michael J,New York City,NY,10022,425 Park Avenue,Not Available,0,0,0,Printing & Publishing,"Commercial Printing, Lithographic",Printers,2123553222,Not Available,40.760822,-73.971244
Nali Productions LLC,New York City,NY,10044,888 Main St Penthouse 37,Not Available,0,0,0,Media,Motion Picture and Video Tape Distribution,Motion Picture and Tape Distributors,2129800015,Not Available,40.769973,-73.94399
Imc,New York City,NY,10012,270 Lafayette St # 800,Not Available,0,0,0,Information Technology,Computer Integrated Systems Design,Website Design Services,2123431578,istros.com,40.723801,-73.996468
Fashions,New York City,NY,10001,74 West 35th St,Not Available,0,0,0,Consumer Services,Automobile Parking,Parking Stations and Garages,2126959685,iconparkingsystems.com,40.74977,-73.98568
William G Brenkert Cpa,Massapequa,NY,11758,38 Jefferson Place,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,5167958257,Not Available,40.657896,-73.48493
All Digital Way Corp,New York City,NY,10038,333 Pearl St Apartment 5h,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,6465529790,Not Available,40.709363,-74.001821
Harter Ralph M P,Rochester,NY,14617,1800 Hudson Avenue,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,5853424410,rochesterlawyer.com,43.199942,-77.600292
Murray I Z,Great Neck,NY,11024,10 Lighthouse Road,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,5164660770,Not Available,40.817509,-73.7464
Blind Barber,New York City,NY,10009,339 East 10th St,Not Available,0,0,0,Consumer Services,Barber Shops,Barbers,2122282123,blindbarber.com,40.727051,-73.980189
Young Brandy Pypography,New York City,NY,10010,61 Lexington Avenue,Not Available,0,0,0,Printing & Publishing,Typesetting,"Typographic Composition, for the Printing Trade",0,Not Available,40.740844,-73.983564
T & K French Antiques,New York City,NY,10016,200 Lexington Avenue Room 410,Not Available,0,0,0,Furnishings,"Furniture and Fixtures, NEC","Bar, Restaurant and Cafeteria Furniture",2122132470,tkcollections.com,40.745221,-73.980665
Flanders Jennifer,New York City,NY,10021,242 East 72nd St,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Interior Decorators Design and Consultants,6463681405,Not Available,40.769256,-73.959573
Ministries Holy Ghost,Hempstead,NY,11550,82 Fairview Boulevard,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Church of Christ,5164815777,Not Available,40.713185,-73.607842
Zabronsky Zabronsky Truman,Merrick,NY,11566,1980 Broadcast Plaza,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,5165463200,Not Available,40.663806,-73.552911
Shai Music Productions,New York City,NY,10025,2653 Broadway # 290,Not Available,0,0,0,Travel & Leisure,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups",Orchestras and Bands,2127243300,Not Available,40.79752,-73.96969
Ursuline Sisters,Floral Park,NY,11001,45 Terrace Avenue,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Convents and Monasteries,5163278275,Not Available,40.725085,-73.708171
Eugene V Fife Family Foundation,New York City,NY,10005,100 Wall St Floor 12,Not Available,0,0,0,Associations/Non-Profits,"Membership Organizations, NEC",Organizations,2124400800,Not Available,40.705097,-74.007032
NYphotolife,New York City,NY,10023,Columbus Circle<br>New York,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),6467071800,Not Available,40.591549,-73.958015
Protocol Jazzair Inc,Valley Stream,NY,11581,1 Damson Lane,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,9177099919,Not Available,40.661206,-73.713738
Samtex Fashions,New York City,NY,10018,525 Fashion Avenue Room 1701,Not Available,0,0,0,Apparel,Men's and Boys' Clothing and Furnishings,Wholesale Men's Apparel,2127689845,samtexfashions.com,40.75364,-73.988615
Uniondale Taxi Inc,Merrick,NY,11566,5 Nagel Court,Not Available,0,0,0,Passenger Car Leasing,Taxicabs,Taxis and Transportation Services,5164895656,Not Available,40.66353,-73.55172
Polycrest Innovations Usa Ltd,New York City,NY,10012,284 Lafayette St Apartment 2a,Not Available,0,0,0,Apparel,Men's and Boys' Work Clothing,Men's and Boy's Work Clothing,6467526034,Not Available,40.72422,-73.996249
Next Next Entertainment LLC,New York City,NY,10019,1633 Broadway,Not Available,0,0,0,Travel & Leisure,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups",Entertainment Services,0,Not Available,40.761806,-73.984006
North Hempstead Receiver-Taxes,Manhasset,NY,11030,200 Plandome Road,Not Available,0,0,0,Government,Legislative Bodies,Government Offices City Village and Township,5168697630,northhempstead.com,40.79499,-73.69872
Walter Sussman Md Pc,Bellmore,NY,11710,2450 Merrick Road,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5167830300,Not Available,40.661694,-73.535238
Villanueva Veronica MD,New York City,NY,10011,80 8th Avenue # 8,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2126278100,Not Available,40.739358,-74.002736
New Culture Immigration Service,New York City,NY,10013,221 Canal St Room 502,Not Available,0,0,0,Legal,Legal Services,Legal Services,2123437908,Not Available,40.718806,-74.002955
Sun Oi Fung,New York City,NY,10013,267 Canal St,Not Available,0,0,0,Shopping & Stores,"Gift, Novelty, and Souvenir Shops",Gift Shops,2122269094,Not Available,40.71894,-74.00115
Zwanger Radiology,Rockville Centre,NY,11570,475 Arizona Avenue,Not Available,0,0,0,Healthcare,Medical Laboratories,Ultrasound Laboratories,5167984242,zwangerpesiri.com,40.675757,-73.621726
Paul Global Benefits,Syosset,NY,11791,6851 Jericho Turnpike # 270,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,5165846727,pgbdirect.com,40.80942,-73.51469
Guido Salvatore,New York City,NY,10010,156 5th Avenue # 517,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Psychotherapists,2122290811,Not Available,40.740036,-73.990764
Gasser & Grunert,New York City,NY,10011,524 West 19th St Front A,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Art Galleries and Dealers,0,Not Available,40.745914,-74.007949
Dov Wolowitz,Lawrence,NY,11559,202 Broadway,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Churches,5162393105,Not Available,40.611486,-73.734174
Ann Weintraub Ltd,New York City,NY,10003,799 Broadway # 647,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate Buyers Representatives,2124751066,annweintraub.com,40.732436,-73.991354
Julie Nails,Massapequa,NY,11758,1495 Hicksville Road # 9,Not Available,0,0,0,Consumer Services,Beauty Shops,Manicurists,5165797868,Not Available,40.715909,-73.483054
Cedar-Carlisle LLC,Port Washington,NY,11050,44 South Bayles Avenue # 304,Not Available,0,0,0,Real Estate,"Lessors of Real Property, NEC",Lessors of Real Property (Unclassified),5167676492,Not Available,40.82774,-73.68606
N Y Gold & Diamond,Rochester,NY,14623,1635 East Henrietta Road # 3,Not Available,0,0,0,Shopping & Stores,Jewelry Stores,Jewelry Stores,5852869111,Not Available,43.08868,-77.60986
Harmony View Bar & Grill,New York City,NY,10019,210 West 50th St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Grills (Eating Places),2129575100,Not Available,40.76149,-73.98433
Lucis Trust,New York City,NY,10005,120 Wall St # 2402,Not Available,0,0,0,Printing & Publishing,"Books: Publishing, or Publishing and Printing",Book Publishers,2122920707,lucistrust.org,40.705234,-74.006206
Shah Mehul R MD,Westbury,NY,11590,761 Merrick Avenue,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5165421012,Not Available,40.74293,-73.58585
Feldman Jarett L MD,New York City,NY,10021,1320 York Avenue,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2127463278,Not Available,40.766584,-73.953132
Westbury Fire & Water District,Westbury,NY,11590,160 Drexel Avenue,Not Available,0,0,0,Other Business Services,"Building Cleaning and Maintenance Services, NEC",Janitorial Services,5163330427,westburywaterdistrict.com,40.757293,-73.593776
Matt Con Service,Hicksville,NY,11801,335 New South Road,Not Available,0,0,0,Materials & Chemicals,Metals Service Centers and Offices,Steel Distributors and Warehouses,5169383200,francisalee.com,40.75537,-73.50563
Off-Track Betting,New York City,NY,10013,110 Lafayette St Front A,Not Available,0,0,0,Travel & Leisure,"Amusement and Recreation Services, NEC",Amusement and Recreation Unclassified,2122215200,Not Available,40.71832,-74.00068
Disalovos Pizza,Long Beach,NY,11561,225 East Park Avenue,Not Available,0,0,0,Restaurants & Bars,Restaurants,Pizza,5164322020,Not Available,40.58781,-73.66184
Sibor Solutions Inc,New York City,NY,10014,30 Bank St,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Business Consultants,2124962404,Not Available,40.736831,-74.002815
Foot Group,New York City,NY,10011,233 West 14th St Front 1,Not Available,0,0,0,Healthcare,Offices and Clinics of Podiatrists,Podiatrists,2126453462,Not Available,40.739007,-74.000603
Tesser Ryan & Rochman Llp,New York City,NY,10022,509 Madison Avenue Room 1004,Not Available,0,0,0,Legal,Legal Services,Law Firms and Law Offices,2127549000,tesserryan.com,40.759579,-73.974257
Avatar Event Planning,New York City,NY,10016,216 East 32nd St Apartment 1,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Special Events,2126868381,Not Available,40.74405,-73.97824
Above & Beyond Cleaning Service,Bethpage,NY,11714,8 Albergo Court Apartment A,Not Available,0,0,0,Consumer Services,"Garment Pressing, and Agents for Laundries and Drycleaners",Cleaners,5162794695,Not Available,40.741031,-73.486734
American Arminox Inc,New York City,NY,10020,1230 Avenue Of The Amer Floor 7,Not Available,0,0,0,Fabrication,Iron and Steel Forgings,Forgings Manufacturers,6462833837,Not Available,40.759023,-73.980864
Longevity Health,New York City,NY,10001,12 West 27th St Floor 9,Not Available,0,0,0,Healthcare,Offices and Clinics of Chiropractors,Chiropractors,2126759355,longevityhealthnyc.com,40.744544,-73.988918
Astrex Inc,Plainview,NY,11803,201 Expressway St,Not Available,0,0,0,Electronics,Electronic Connectors,Electronic Connectors Manufacturers,6077751461,astrex.net,40.78926,-73.46188
North Shore Vein Center Inc,New Hyde Park,NY,11042,1 Hollow Lane # 210,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Cardiologists,5168698346,longislandvein.com,40.76688,-73.69464
Emergicare,Baldwin,NY,11510,830 Atlantic Avenue # 1,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5168670800,Not Available,40.6387,-73.6117
Gordon's Caribbean Catering Inc,New York City,NY,10035,216 East 122nd St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Caterers,9172252865,Not Available,40.801392,-73.936705
Fraser Dik Ltd,New York City,NY,10025,215 West 92nd St Apartment 3d,Not Available,0,0,0,Travel & Leisure,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Servic,Television Program Producers,2127877950,Not Available,40.791673,-73.972597
Inter Nation Inc,New York City,NY,10007,299 Broadway # 1400,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Translators and Interpreters,2126195545,internation.com,40.715076,-74.00564
Koff Teri,New York City,NY,10021,1360 York Avenue Apartment 6h,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2127370277,Not Available,40.767124,-73.953467
Great Lincoln LLC,Oceanside,NY,11572,18 Atlantic Avenue,Not Available,0,0,0,Automotive Services,Motor Vehicle Dealers (New and Used),Used Car Dealers,5162552079,Not Available,40.63916,-73.64057
Top Messenger Corp,New York City,NY,10018,252 West 37th St,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),2125641292,Not Available,40.753541,-73.990693
Petals To Pearls,Plainview,NY,11803,998 Old Country Road # C,Not Available,0,0,0,Other Consumer Products & Services,"Jewelry, Watches, Precious Stones, and Precious Metals",Pearls,5164928833,Not Available,40.775484,-73.474116
Soleil Capitale Corporation,New York City,NY,10005,55 Wall Street Apartment 530,Not Available,0,0,0,Professional Services,Management Consulting Services,Banking and Finance Consultants,5169371542,Not Available,40.70619,-74.00915
"The Pollack Law Firm, P.C.",Jericho,NY,11753,350 Jericho Turnpike # 105,Not Available,0,0,0,Legal,Legal Services,Divorce Lawyers and Attorneys,5169383330,divorcelaw4u.com,40.793422,-73.538183
Midtown Fish Meat Market Corp,New York City,NY,10029,87 East 116th St,Not Available,0,0,0,Shopping & Stores,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",Fish Markets,2127227828,Not Available,40.79967,-73.94397
Rustica,Garden City,NY,11530,1 Nassau Boulevard,Not Available,0,0,0,Restaurants & Bars,Restaurants,Pizza,5162922197,rusticabrickoven.com,40.71738,-73.66091
Baskin-Robbins,Wantagh,NY,11793,1143 Wantagh Avenue,Not Available,0,0,0,Restaurants & Bars,Restaurants,Ice Cream Parlors,5168048453,baskinrobbins.com,40.6949,-73.50738
C S L Systems,Rochester,NY,14608,400 State St,Not Available,0,0,0,Printing & Publishing,Help Supply Services,Help Supply Services,5853193266,Not Available,43.16211,-77.620114
Day Night Plumbing & Heating,Glen Head,NY,11545,21 Chestnut Avenue,Not Available,0,0,0,Other Consumer Products & Services,"Plumbing, Heating, and Air-Conditioning",Plumbers and Plumbing Contractors,5169382092,Not Available,40.830962,-73.627272
Stories of Art and Culture,New York City,NY,10006,"New York, NY",Not Available,0,0,0,Travel & Leisure,"Amusement and Recreation Services, NEC",Sightseeing Tours,0,storiesac.com,40.70833588,-74.013
Nassau County Federal Cu,Westbury,NY,11590,865 Merrick Avenue # 250n,Not Available,0,0,0,Educational Services,"Schools and Educational Services, NEC",Educational Cooperative Organizations,5163643359,nassauboces.org,40.745668,-73.587052
perfectcreditagain,Garden City,NY,11530,GARDEN CITY NY 11530-4822,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),8667229651,Not Available,40.72849,-73.6448
Ny Dental Professional P C,New York City,NY,10012,250 Mercer St Apartment B908,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,9179527813,Not Available,40.728304,-73.995275
Lexington Construction Dev Corp,Jericho,NY,11753,1862 Muttontown Road,Not Available,0,0,0,Building & Construction,"General Contractors-Residential Buildings, Other Than Single-Family","Residential Construction, Nec",6207935661,Not Available,40.823892,-73.53687
Bergman Paul B,New York City,NY,10022,950 3rd Avenue Floor 32,Not Available,0,0,0,Legal,Legal Services,Legal Services,2123557711,Not Available,40.760264,-73.967611
Francis Unson D O P C,Hicksville,NY,11801,17 East Old Country Road B,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Physical Therapists,5162059746,Not Available,40.764406,-73.518199
1873 2nd Ave Grocery,New York City,NY,10029,1873 2nd Avenue,Not Available,0,0,0,Restaurants & Bars,Restaurants,Fast Food Restaurants and Stands,2125346192,Not Available,40.784788,-73.946901
Oppenheimer & Son Inc,Malverne,NY,11565,85 Doncaster Road,Not Available,0,0,0,Shopping & Stores,Hardware Stores,Hardware Stores,5165935661,Not Available,40.68021,-73.676097
Miller Viet Inc,New York City,NY,10036,22 West 48th St # 703,Not Available,0,0,0,Other industry Products & Services,"Jewelers' Findings and Materials, and Lapidary Work",Diamond Cutting,2122472275,Not Available,40.757431,-73.978606
Russell A Glick Cpa LLC,New York City,NY,10017,425 Madison Avenue Room 901,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,2127557340,Not Available,40.757037,-73.975988
Rodman Lawrence B,New York City,NY,10022,909 3rd Avenue Floor 27,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),2127358600,morrisoncohen.com,40.758761,-73.968537
Simon Says Sign Here Inc,Plainview,NY,11803,74 Diamond Drive,Not Available,0,0,0,Advertising & Marketing,Signs and Advertising Specialties,Sign Manufacturers,5166810121,Not Available,40.788971,-73.475874
Jag Footwear Accessories And Retail Corporation,Westbury,NY,11590,1504 Old Country Road,Not Available,0,0,0,Shopping & Stores,Shoe Stores,Shoe Stores,5162289364,jonesgroupinc.com,40.746491,-73.595751
Peikoff Law Office,New York City,NY,10002,173 East Broadway,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2123433043,Not Available,40.714058,-73.989551
Harlem's Meat,New York City,NY,10027,284 Saint Nicholas Avenue,Not Available,0,0,0,Shopping & Stores,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",Butchers,2122802720,Not Available,40.81031,-73.95286
Penmark Forty Five Park Avenue Corporation,New York City,NY,10016,45 Park Avenue,Not Available,0,0,0,Real Estate,Operators of Nonresidential Buildings,Operators of Nonresidential Buildings,2126843703,Not Available,40.748754,-73.97979
Ponomareva Nataliya,New York City,NY,10036,5 Times Square Floor Conlv1,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,2127733000,Not Available,40.756623,-73.986353
